genes,tair_symbol,description,log2FoldChange,padj,uniprotswissprot,external_gene_name,external_gene_source,batchcorr,refgroup,logFC_scheible2004,Padj_scheible2004,logFC_nguyen2017,Padj_nguyen2017,notes,qPCR_gene
AT1G65290,mtACP2,"Acyl carrier protein 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O80800]",0.415081261,0.027040054,O80800,MTACP2,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G59910,HTB4,HTB4 [Source:UniProtKB/TrEMBL;Acc:A0A384KCB6],0.415584992,0.021921964,P40283,HTB4,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT1G31600,,,0.415868815,0.035985407,Q8RWY1,,,p,nm2,NA,NA,NA,NA,,
AT5G26860,LON_ARA_ARA,lon protease 1 [Source:TAIR;Acc:AT5G26860],-0.410898271,0.033024615,P93655,LON_ARA_ARA,TAIR Gene Name,p,em2,NA,NA,NA,NA,,
AT2G43460,,60S ribosomal protein L38 [Source:UniProtKB/Swiss-Prot;Acc:O22860],0.417330458,0.029527792,O22860,RPL38A,UniProtKB Gene Name,p,em24,-0.408889410262172,0.00279996901738971,NA,NA,,
AT5G22050,,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q67YR4],0.419421958,0.036209458,,,,p,nm2,NA,NA,NA,NA,,
AT5G51280,,DEAD-box ATP-dependent RNA helicase 35 [Source:UniProtKB/Swiss-Prot;Acc:Q9LU46],0.422416455,0.048933485,Q9LU46,RH35,UniProtKB Gene Name,p,em24,0.319778170362499,0.0108028942994028,NA,NA,,
AT5G58930,,Emb [Source:UniProtKB/TrEMBL;Acc:Q9FIL8],0.424154202,0.03668872,,,,p,em24,0.39060967744383,0.00126363556336133,NA,NA,,
AT1G75410,BLH3,BEL1-like homeodomain protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FWS9],0.424808027,0.035677434,,BLH3,UniProtKB Gene Name,p,nm2,0.885861437698465,1.32157652779159e-05,NA,NA,,
AT5G25630,,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JY71],0.424945643,0.029477383,,,,p,nm2,-0.271559190400933,0.0145518895936184,NA,NA,,
AT1G67890,,PAS domain-containing protein tyrosine kinase family protein [Source:UniProtKB/TrEMBL;Acc:F4HVH9],0.426506988,0.043808165,,,,p,nm2,NA,NA,NA,NA,,
AT2G14080,,Disease resistance protein (TIR-NBS-LRR class) family [Source:UniProtKB/TrEMBL;Acc:F4IFF6],0.427228268,0.042001145,,,,p,em24,NA,NA,NA,NA,,
AT1G08840,emb2411,"DNA replication helicase, putative [Source:TAIR;Acc:AT1G08840]",0.429447181,0.035012341,,emb2411,TAIR Gene Name,p,nm2,NA,NA,NA,NA,,
AT2G20850,SRF1,Protein STRUBBELIG-RECEPTOR FAMILY 1 [Source:UniProtKB/Swiss-Prot;Acc:Q06BH3],0.434901407,0.036209458,Q06BH3,SRF1,UniProtKB Gene Name,p,nm2,-0.558657164628353,0.00070732965457093,NA,NA,,
AT2G09990,,40S ribosomal protein S16-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK22],0.435877763,0.046737245,Q9SK22,RPS16A,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G33050,,Uncharacterized protein At1g33050 [Source:UniProtKB/TrEMBL;Acc:Q8VYZ1],0.43628773,0.031242177,,,,p,nm2,NA,NA,NA,NA,,
AT5G05930,ATGC1,At5g05930 [Source:UniProtKB/TrEMBL;Acc:Q8L870],0.436743193,0.028623226,,ATGC1,TAIR Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G03030,,F-box/kelch-repeat protein OR23 [Source:UniProtKB/Swiss-Prot;Acc:Q0V7S6],0.439961898,0.031752064,Q0V7S6,OR23,UniProtKB Gene Name,p,en2,0.637377634031342,2.69383682635099e-05,NA,NA,,
AT4G34830,MRL1,"Pentatricopeptide repeat-containing protein MRL1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q0WLC6]",0.440085948,0.034380848,Q0WLC6,MRL1,UniProtKB Gene Name,p,nm2,-1.51374874229458,3.0662041922014e-08,NA,NA,,
AT4G31390,,AtACDO1 [Source:UniProtKB/TrEMBL;Acc:A0A178V5V0],0.440296117,0.025125116,,ABC1K1,UniProtKB Gene Name,p,nm2,-0.541076175107799,0.000392426390258739,NA,NA,,
AT3G03160,,B-cell receptor-associated-like protein [Source:UniProtKB/TrEMBL;Acc:Q9M9N5],0.442499196,0.045203919,,,,p,em24,NA,NA,NA,NA,,
AT3G13110,ATSERAT2;2,"Serine acetyltransferase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39218]",-0.407062046,0.031752091,Q39218,SAT3,UniProtKB Gene Name,p,em2,0.655191285183008,2.38750673444891e-05,0.704,0.001,,
AT2G04690,,Pyridoxamine 5'-phosphate oxidase family protein [Source:TAIR;Acc:AT2G04690],0.444048123,0.046676354,,,,p,nm2,0.870189515276127,1.9223687410187e-05,NA,NA,,
AT2G38610,,KH domain-containing protein At2g38610 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVI3],-0.401887607,0.037030309,Q9ZVI3,,,p,em2,0.934514382895101,2.60819045369917e-06,NA,NA,,
AT2G39870,,At2g39870/T5I7.17 [Source:UniProtKB/TrEMBL;Acc:O04191],0.445609523,0.047701231,,,,p,em24,-0.854128627457371,5.68917154852732e-05,NA,NA,,
AT2G38540,LP1,Non-specific lipid-transfer protein [Source:UniProtKB/TrEMBL;Acc:A0A178VZQ3],-0.397545893,0.031165166,Q42589,LTP1,UniProtKB Gene Name,r,em2,-0.908398130993144,4.81343137257437e-07,NA,NA,,
AT4G35490,MRPL11,At4g35490 [Source:UniProtKB/TrEMBL;Acc:Q9SVW7],0.448180098,0.037589077,,MRPL11,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT1G48840,,Heat-inducible transcription repressor (DUF639) [Source:UniProtKB/TrEMBL;Acc:Q8VXZ2],0.448568132,0.042188044,,,,p,nm2,-0.679626660480827,0.000353180754130361,NA,NA,,
AT5G09810,ACT7,AtACT7 [Source:UniProtKB/TrEMBL;Acc:A0A178UEW4],0.448695108,0.022684873,P53492,ACT7,UniProtKB Gene Name,p,em24,0.264394638936766,0.00415283159342252,NA,NA,,
AT1G74100,SOT16,Sulfotransferase [Source:UniProtKB/TrEMBL;Acc:M1EU36],0.448985656,0.020949596,Q9C9D0,SOT16,UniProtKB Gene Name,p,en2,NA,NA,NA,NA,,
AT4G17230,SCL13,SCARECROW-like 13 [Source:TAIR;Acc:AT4G17230],0.449646969,0.039695864,,SCL13,TAIR Gene Name,p,em24,0.8822033824159,2.10513004451499e-05,NA,NA,,
AT3G49850,TRB3,Telomere repeat-binding factor 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2X3],0.449865404,0.038807514,Q9M2X3,TRB3,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G57630,CIPK21,CBL-interacting serine/threonine-protein kinase 21 [Source:UniProtKB/Swiss-Prot;Acc:Q94CG0],0.450307122,0.015264296,,CIPK21,UniProtKB Gene Name,p,nm2,-0.951472105272739,6.2034467561018e-05,NA,NA,,
AT2G14890,AGP9,AGP9 [Source:UniProtKB/TrEMBL;Acc:A0A178VSX2],0.451391357,0.016660313,Q9C5S0,AGP9,UniProtKB Gene Name,p,em24,-0.296251253770981,0.00744804248908541,NA,NA,,
AT3G26900,SKL1,"Probable inactive shikimate kinase like 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LW20]",0.452298356,0.034995912,Q9LW20,SKL1,UniProtKB Gene Name,p,nm2,-0.870760573196083,1.08081845152351e-06,NA,NA,,
AT1G27310,NTF2A,NTF2A [Source:UniProtKB/TrEMBL;Acc:A0A178WBG2],0.452685448,0.048873146,Q9FZK4,NTF2A,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT3G49810,,U-box domain-containing protein 30 [Source:UniProtKB/Swiss-Prot;Acc:Q058P4],0.453034547,0.0452314,Q058P4,PUB30,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G40650,SDH2-2,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LB02]",0.453452169,0.028459333,Q8LB02,SDH2-2,UniProtKB Gene Name,p,em24,0.309171912481573,0.00917561764128675,NA,NA,,
AT1G06820,CRTISO,"Prolycopene isomerase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M9Y8]",0.4537571,0.024556634,,CRTISO,UniProtKB Gene Name,p,nm2,-0.387421254717432,0.00246992813752421,NA,NA,,
AT3G11400,EIF3G1,Eukaryotic translation initiation factor 3 subunit G [Source:UniProtKB/TrEMBL;Acc:F4J6A1],0.454345688,0.042015256,,EIF3G1,TAIR Gene Name,p,em24,-0.349824343466694,0.00516469691357584,NA,NA,,
AT5G61140,,DExH-box ATP-dependent RNA helicase DExH14 [Source:UniProtKB/Swiss-Prot;Acc:Q9FNQ1],0.454451541,0.033136873,,BRR2C,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G01850,SAM-2,S-adenosylmethionine synthase [Source:UniProtKB/TrEMBL;Acc:A0A178V3V9],0.454692447,0.028682938,P17562,SAM2,UniProtKB Gene Name,p,em24,-0.172611934640527,0.0456262545298687,NA,NA,,
AT5G46550,,Transcription factor GTE12 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS28],0.454869162,0.0334708,Q9LS28,GTE12,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G15980,,"Pentatricopeptide repeat-containing protein At5g15980, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LPF1]",0.455155653,0.037375743,Q8LPF1,,,p,em24,NA,NA,NA,NA,,
AT1G58080,ATATP-PRT1,HISN1A [Source:UniProtKB/TrEMBL;Acc:A0A178WM39],-0.392684446,0.038491976,Q9S762,HISN1A,UniProtKB Gene Name,p,em2,-0.837901011443491,3.25452338265e-06,NA,NA,,
AT1G80770,PDE318,P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:TAIR;Acc:AT1G80770],0.457545183,0.043808165,,PDE318,TAIR Gene Name,p,nm2,-1.36650418437032,4.76107485842135e-08,NA,NA,,
AT4G36690,ATU2AF65A,U2 snRNP auxiliary factor large subunit [Source:UniProtKB/TrEMBL;Acc:A0A178UYD2],0.457796018,0.010141867,,U2AF65A,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G57870,eIFiso4G1,Eukaryotic translation initiation factor isoform 4G-1 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZT6],0.458283298,0.041408723,Q93ZT6,EIF(ISO)4G1,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G10910,,"Pentatricopeptide repeat-containing protein At1g10910, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q0WVV0]",0.459067542,0.022833125,,,,p,nm2,-1.01188112539122,1.34424848660393e-06,NA,NA,,
AT5G67510,,60S ribosomal protein L26-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJX2],0.459084745,0.041071345,Q9FJX2,RPL26B,UniProtKB Gene Name,p,em24,-0.300336801518788,0.00587778036967591,NA,NA,,
AT5G09230,SRT2,sirtuin 2 [Source:TAIR;Acc:AT5G09230],0.45910005,0.036209458,,SRT2,TAIR Gene Name,p,nm2,NA,NA,NA,NA,,
AT1G09490,,At1g09490/F14J9_15 [Source:UniProtKB/TrEMBL;Acc:O80532],0.459283345,0.043808165,,,,p,nm2,NA,NA,NA,NA,,
AT2G38330,,Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A178VTF1],0.459319235,0.033973428,Q84K71,DTX44,UniProtKB Gene Name,p,nm2,-0.890352050156036,1.92001735904982e-05,NA,NA,,
AT1G04530,TPR4,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8VZ31],0.459487817,0.003949517,,TPR4,TAIR Gene Name,p,nm2,NA,NA,NA,NA,,
AT1G54080,UBP1A,Oligouridylate-binding protein 1A [Source:UniProtKB/TrEMBL;Acc:F4HV67],-0.381128436,0.009604213,Q9SYG4,UBP1A,TAIR Gene Name,p,em2,NA,NA,NA,NA,,
AT2G34660,MRP2,ABC transporter C family member 2 [Source:UniProtKB/Swiss-Prot;Acc:Q42093],-0.372026633,0.040319629,Q42093,ABCC2,UniProtKB Gene Name,p,em2,0.741600841190348,8.57193009602852e-05,1.102,0.0025,,
AT2G32440,KAO2,Ent-kaurenoic acid oxidase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5Y2],0.464177822,0.019440244,Q9C5Y2,KAO2,UniProtKB Gene Name,p,nm2,-0.596358253734488,0.000389984003596465,NA,NA,,
AT2G21060,ATGRP2B,GRP2B [Source:UniProtKB/TrEMBL;Acc:A0A178VU21],0.46423294,0.022791776,Q38896,CSP4,UniProtKB Gene Name,p,en2,0.632476183542347,3.28948076828692e-05,NA,NA,,
AT4G32060,,"Calcium uptake protein, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ45]",0.464279894,0.007904062,Q9SZ45,MICU,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT1G65070,,"DNA mismatch repair protein MutS, type 2 [Source:UniProtKB/TrEMBL;Acc:Q9SS53]",0.464862776,0.027342476,,,,p,nm2,-0.574338851770292,0.00156956054466125,NA,NA,,
AT1G70600,,60S ribosomal protein L27a-3 [Source:UniProtKB/Swiss-Prot;Acc:P49637],0.465447965,0.035755101,P49637,RPL27AC,UniProtKB Gene Name,p,em24,-0.167457163140058,0.0351381463470822,NA,NA,,
AT1G80650,RTL1,Ribonuclease 3-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8N2],0.465723225,0.039268887,Q9M8N2,RTL1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT2G28510,,Dof zinc finger protein DOF2.1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LE43],0.467616632,0.037375743,Q8LE43,DOF2.1,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G12560,CPR30,F-box protein CPR1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU30],0.467972504,0.011776098,Q9SU30,CPR1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G15810,,Probable tRNA (guanine(26)-N(2))-dimethyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFU5],-0.365378534,0.037801022,Q9LFU5,,,p,em2,-0.359430511818545,0.0042532001043741,NA,NA,,
AT2G35450,,Catalytic/ hydrolase [Source:UniProtKB/TrEMBL;Acc:Q682E0],0.468450706,0.034995912,,,,p,nm2,-0.946892731463055,6.48588590111408e-05,NA,NA,,
AT5G22800,EMB86,"Alanyl-tRNA synthetase, class IIc [Source:TAIR;Acc:AT5G22800]",0.469182543,0.031242177,,EMB86,TAIR Gene Name,p,nm2,NA,NA,NA,NA,,
AT2G02960,,RING/FYVE/PHD zinc finger superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IS71],0.469432076,0.026779793,,,,p,nm2,0.223848817224368,0.034683670920408,NA,NA,,
AT2G39580,,CONTAINS InterPro DOMAIN/s: Putative zinc-finger domain (InterPro:IPR019607); Ha. [Source:TAIR;Acc:AT2G39580],0.470121709,0.019440244,,,,p,nm2,NA,NA,NA,NA,,
AT4G18593,,Probable inactive dual specificity protein phosphatase-like At4g18593 [Source:UniProtKB/Swiss-Prot;Acc:Q570P7],0.470135878,0.027001844,Q570P7,,,p,nm2,0.309649034215392,0.0191421649451287,NA,NA,,
AT5G44340,TUB4,Tubulin beta-4 chain [Source:UniProtKB/Swiss-Prot;Acc:P24636],0.470533924,0.049842415,P24636,TUBB4,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G48110,EDD1,"Glycine--tRNA ligase, chloroplastic/mitochondrial 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8L785]",0.471905875,0.049518898,Q8L785,EDD1,UniProtKB Gene Name,p,nm2,-1.02917283654852,7.41762119579748e-06,NA,NA,,
AT5G09920,RPB15.9,RPB15.9.9 [Source:UniProtKB/TrEMBL;Acc:A0A178UIQ5],0.369795214,0.04979657,O48890,NRPB4,UniProtKB Gene Name,p,em2,0.611998656378216,6.92651980937638e-05,NA,NA,,
AT5G03900,,"Uncharacterized protein At5g03900, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8GW20]",0.474621904,0.013787918,,,,p,nm2,-0.579739234466629,0.000104691821546661,NA,NA,,
AT4G04850,KEA3,"K(+) efflux antiporter 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M0Z3]",0.475386012,0.029907615,Q9M0Z3,KEA3,UniProtKB Gene Name,p,nm2,-0.844173110667652,2.38083729068912e-06,NA,NA,,
AT3G11170,FAD7,"sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P46310]",0.377212663,0.031165166,P46310,FAD7,UniProtKB Gene Name,r,em2,-1.3534154587801,1.70930362527957e-07,NA,NA,,
AT2G27970,CKS2,Cyclin-dependent kinases regulatory subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJJ5],0.476567757,0.039695864,Q9SJJ5,CKS2,UniProtKB Gene Name,p,em24,-0.410019316990065,0.00412901658359429,NA,NA,,
AT3G57070,,Glutaredoxin family protein [Source:UniProtKB/TrEMBL;Acc:Q9M1J3],0.477435983,0.040503836,,,,p,em24,0.650073360706486,2.78997579854481e-05,NA,NA,,
AT4G15630,,CASP-like protein 1E1 [Source:UniProtKB/Swiss-Prot;Acc:Q8L8Z1],0.477868614,0.01998694,Q8L8Z1,,,p,nm2,-0.896300612024737,3.60739377951301e-06,NA,NA,,
AT4G30690,,"Translation initiation factor IF3-4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94B52]",0.478406024,0.011327975,,IF3-4,UniProtKB Gene Name,p,nm2,-0.991616683971477,1.37744557943806e-05,NA,NA,,
AT2G41010,ATCAMBP25,Calmodulin-binding protein 25 [Source:UniProtKB/Swiss-Prot;Acc:O80683],0.478903315,0.039249763,O80683,CAMBP25,UniProtKB Gene Name,p,em24,0.54557871061586,0.0222059908169826,1.026,0.00028,,
AT4G02260,RSH1,RSH1 [Source:UniProtKB/TrEMBL;Acc:A0A178V5K1],0.479334129,0.02174085,P0DKG8,RSH1,UniProtKB Gene Name,p,nm2,-0.507716529014585,0.000324289097138384,NA,NA,,
AT3G02080,,40S ribosomal protein S19-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGA6],0.48047207,0.030380492,Q9SGA6,RPS19A,UniProtKB Gene Name,p,em24,-0.252177196044413,0.00614556848162063,NA,NA,,
AT2G28105,,Replication factor-A carboxy-terminal domain protein [Source:UniProtKB/TrEMBL;Acc:Q5XVD2],0.481671464,0.036799435,,,,p,nm2,NA,NA,NA,NA,,
AT5G42240,scpl42,Serine carboxypeptidase-like 42 [Source:UniProtKB/Swiss-Prot;Acc:Q9FH05],0.482239847,0.023133913,Q9FH05,SCPL42,UniProtKB Gene Name,p,nm2,-0.963072026001368,9.63404555802426e-06,NA,NA,,
AT5G22880,H2B,Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q1H5F7],0.48244287,0.0494874,Q9FFC0,H2B,TAIR Gene Name,p,em24,-0.838882422284017,0.000100816434590796,NA,NA,,
AT1G68820,,Transmembrane Fragile-X-F-associated protein [Source:TAIR;Acc:AT1G68820],0.482930605,0.035958593,,,,p,nm2,1.15458147752,2.63889986287915e-07,NA,NA,,
AT3G13740,,Ribonuclease III family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LL75],0.483895156,0.003500679,,,,p,nm2,-1.41477507775425,1.48533219057589e-07,NA,NA,,
AT2G38870,,Putative protease inhibitor [Source:UniProtKB/TrEMBL;Acc:Q9ZV18],0.387201873,0.017993118,,,,p,em2,-1.11706527818779,4.27166470829596e-06,NA,NA,,
AT5G04830,,Nuclear transport factor 2 (NTF2) family protein [Source:UniProtKB/TrEMBL;Acc:Q9FMC7],0.484062549,0.008579583,,,,p,nm2,0.705688148310743,6.63608769475014e-06,NA,NA,,
AT5G58790,,unknown protein; Ha. [Source:TAIR;Acc:AT5G58790],0.486024666,0.044298938,,,,p,nm2,NA,NA,NA,NA,,
AT1G18270,,Ketose-bisphosphate aldolase class-II family protein [Source:UniProtKB/TrEMBL;Acc:F4IAP5],0.486276472,0.049204001,,,,p,nm2,NA,NA,NA,NA,,
AT3G03040,,F-box protein At3g03040 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDJ9],0.487937808,0.012164578,Q9LDJ9,,,p,nm2,NA,NA,NA,NA,,
AT5G07630,,Lipid transporter [Source:UniProtKB/TrEMBL;Acc:F4K836],0.488505253,0.031242177,,,,p,nm2,-0.556973978817564,0.00248028189274027,NA,NA,,
AT3G54720,AMP1,Probable glutamate carboxypeptidase AMP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1S8],0.488989834,0.013821445,Q9M1S8,AMP1,UniProtKB Gene Name,p,nm2,-0.39494221725419,0.0456262545298687,NA,NA,,
AT4G10450,,60S ribosomal protein L9-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZX9],0.489077555,0.028647965,,RPL9D,UniProtKB Gene Name,p,em24,-0.463350024477193,0.0029349105872419,NA,NA,,
AT1G72640,,At1g72640 [Source:UniProtKB/TrEMBL;Acc:Q6NMC1],0.49056419,0.038807514,,,,p,nm2,-1.00336315082611,0.000282217847847129,NA,NA,,
AT3G28720,,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQC2],0.491016008,0.036280444,,,,p,em24,NA,NA,NA,NA,,
AT3G55750,,60S ribosomal protein L35a-4 [Source:UniProtKB/Swiss-Prot;Acc:P51422],0.491027447,0.028527276,P51422,RPL35AD,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT2G25710,HCS1,"Biotin--protein ligase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SL92]",0.491431534,0.023133913,Q9SL92,HCS1,UniProtKB Gene Name,p,nm2,-0.234706008044461,0.0433793925131681,NA,NA,,
AT3G52030,,F-box/WD-40 repeat-containing protein At3g52030 [Source:UniProtKB/Swiss-Prot;Acc:Q9SV01],0.492273752,0.031242177,Q9SV01,,,p,nm2,NA,NA,NA,NA,,
AT5G27770,,60S ribosomal protein L22-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FE58],0.492285188,0.036064337,Q9FE58,RPL22C,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G02790,,"DAR GTPase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8H1F6]",0.493933809,0.031242281,Q8H1F6,DGP3,UniProtKB Gene Name,p,nm2,-1.58792104604469,6.08032748298308e-08,NA,NA,,
AT1G43170,RP1,60S ribosomal protein L3-1 [Source:UniProtKB/Swiss-Prot;Acc:P17094],0.493989647,0.020941263,P17094,ARP1,UniProtKB Gene Name,p,em24,-0.181582097422159,0.0468458604120866,NA,NA,,
AT1G74470,,"Geranylgeranyl diphosphate reductase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9CA67]",0.402302978,0.039685283,Q9CA67,CHLP,UniProtKB Gene Name,r,em2,-0.933119492049825,5.05774016098966e-07,NA,NA,,
AT1G64750,DSS1(I),Deletion of SUV3 suppressor 1(I) [Source:UniProtKB/TrEMBL;Acc:F4I886],0.496285502,0.045830337,Q9XIR8,ATDSS1(I),TAIR Gene Name,p,en2,0.390192031986684,0.0170359505665821,NA,NA,,
AT4G27745,,Protein yippee-like [Source:UniProtKB/TrEMBL;Acc:A0A178V0E4],0.498103265,0.035677434,Q9T096,,,p,nm2,NA,NA,NA,NA,,
AT4G31210,,"DNA topoisomerase, type IA, core [Source:UniProtKB/TrEMBL;Acc:F4JRX3]",0.498159923,0.047124945,,,,p,nm2,-1.07875701173947,4.19798281332361e-06,NA,NA,,
AT5G60400,,unknown protein; Ha. [Source:TAIR;Acc:AT5G60400],0.498435017,0.019008058,,,,p,nm2,-0.283758543827735,0.0257390650076317,NA,NA,,
AT4G34610,BLH6,BEL1-like homeodomain protein 6 [Source:UniProtKB/Swiss-Prot;Acc:O65685],0.499060021,0.001408416,O65685,BLH6,UniProtKB Gene Name,p,nm2,-0.733909805057672,9.1370757913225e-05,NA,NA,,
AT1G53120,,At1g53120 [Source:UniProtKB/TrEMBL;Acc:Q93YQ0],0.500316122,0.021705924,,,,p,nm2,-0.574034402741367,0.000449485620185467,NA,NA,,
AT5G54170,,Polyketide cyclase/dehydrase and lipid transport superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JYV3],0.417267889,0.010418637,,,,p,em2,-0.706550559993978,2.4718336864519e-05,NA,NA,,
AT3G01210,,RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:Q9MAD0],0.501538437,0.023135995,,,,p,nm2,NA,NA,NA,NA,,
AT5G37130,,Protein prenylyltransferase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K5W3],0.501974057,0.038830941,,,,p,nm2,NA,NA,NA,NA,,
AT5G35170,,"Adenylate kinase 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VYL1]",0.502363986,0.029907615,,,,p,nm2,-1.41076069291302,4.85763899218305e-07,NA,NA,,
AT1G22430,,Alcohol dehydrogenase-like 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK86],0.443555506,0.032938816,Q9SK86,,,p,em2,-1.03300479249742,9.21275280327823e-07,NA,NA,,
AT3G11170,FAD7,"sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P46310]",0.444702318,0.007563416,P46310,FAD7,UniProtKB Gene Name,p,em2,-1.3534154587801,1.70930362527957e-07,NA,NA,,
AT3G04400,emb2171,60S ribosomal protein L23 [Source:UniProtKB/Swiss-Prot;Acc:P49690],0.503530962,0.033487788,,RPL23A,UniProtKB Gene Name,p,em24,-0.154359073918954,0.0425439946535968,NA,NA,,
AT1G76570,,"Chlorophyll a-b binding protein 7, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C9K1]",0.504439814,0.015296344,Q9C9K1,LHCB7,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G30190,HA2,Plasma membrane ATPase [Source:UniProtKB/TrEMBL;Acc:F4JPJ7],0.504535048,0.005865281,,HA2,TAIR Gene Name,p,em24,0.604144334243314,4.93119915415993e-05,NA,NA,,
AT2G17820,ATHK1,Histidine kinase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SXL4],0.504731496,0.019671226,Q9SXL4,AHK1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G26400,,AT4G26400 protein [Source:UniProtKB/TrEMBL;Acc:Q8L5Z3],0.506038512,0.004098741,,,,p,em24,NA,NA,NA,NA,,
AT2G29700,ATPH1,PH1 [Source:UniProtKB/TrEMBL;Acc:A0A178W3K4],0.506377421,0.01423272,Q9ST43,PH1,UniProtKB Gene Name,p,en2,0.3911343381683,0.00120190488702659,NA,NA,,
AT1G22270,,Multifunctional methyltransferase subunit TRM112 homolog A [Source:UniProtKB/Swiss-Prot;Acc:Q8LFJ5],0.507268376,0.048933485,Q8LFJ5,TRM112A,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G02160,,AT5g02160 [Source:UniProtKB/TrEMBL;Acc:Q9FPH2],0.447842589,0.042238258,,,,r,em2,-2.45917795780437,6.47614426871477e-06,NA,NA,,
