Group.1,transcript,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT3G44260,AT3G44260.1,41.9411081647345,-1.00899533281972,0.225763119861562,-4.46926554451601,7.84886399513348e-06,0.00113606591137328,AT3G44260,,Q9LXM2,823551,Probable CCR4-associated factor 1 homolog 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXM2],CAF1-9,UniProtKB Gene Name
AT3G44300,AT3G44300.1,324.695759749283,-0.634684347153356,0.183030252274523,-3.46764722916629,0.000525036041323966,0.0259618567896462,AT3G44300,NIT2,P32962,823555,NIT2 [Source:UniProtKB/TrEMBL;Acc:A0A384LD03],NIT2,UniProtKB Gene Name
AT3G44450,AT3G44450.1,284.373732959845,0.522593611148357,0.121530290567794,4.30010994548584,1.70713394028287e-05,0.00207761684479243,AT3G44450,,Q9M280,823570,Protein BIC2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M280],BIC2,UniProtKB Gene Name
AT3G44970,"AT3G44970.1,AT3G44970.2",219.17883920326,0.328401131818311,0.102224708057007,3.21254164536401,0.00131566072628895,0.046924707985356,AT3G44970,,,823632,Cytochrome P450 superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J4C0],,
AT3G45730,AT3G45730.1,763.770741972807,-0.516527383191184,0.15469013253782,-3.33911009524087,0.000840472468942004,0.0361621466182449,AT3G45730,,,823715,Uncharacterized protein At3g45730 [Source:UniProtKB/TrEMBL;Acc:Q9M170],,
AT3G45780,"AT3G45780.1,AT3G45780.2",376.166232664151,0.29647419071637,0.0926981635555348,3.198274694393,0.00138252518439916,0.0484973569685054,AT3G45780,PHOT1,O48963,823721,RPT1 [Source:UniProtKB/TrEMBL;Acc:A0A178VFT4],PHOT1,UniProtKB Gene Name
AT3G46220,AT3G46220.1,98.8168486714895,-0.518220860048584,0.126423546968168,-4.09908496064476,4.14786764721902e-05,0.0042355126588058,AT3G46220,,",Q9LX73",823767,E3 UFM1-protein ligase-like protein [Source:UniProtKB/TrEMBL;Acc:F4J7Z6],,
AT3G46230,AT3G46230.1,99.3905111364496,-1.20316224493173,0.237151897066931,-5.0733823334846,3.90806168395155e-07,0.000132416676398163,AT3G46230,ATHSP17.4,P19036,823768,17.4 kDa class I heat shock protein [Source:UniProtKB/Swiss-Prot;Acc:P19036],HSP17.4A,UniProtKB Gene Name
AT3G46600,"AT3G46600.2,AT3G46600.1,AT3G46600.3","465.12827027036,610.776695996546","-0.393701380530111,-0.350160496240487","0.0832342990159547,0.0813190530268536","-4.73003779913669,-4.30600804125025","2.24478037729179e-06,1.66227016428302e-05","0.000495012124382866,0.00203130776591913",AT3G46600,,",Q9SNB8",823813,Scarecrow-like protein 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9SNB8],SCL30,UniProtKB Gene Name
AT3G46610,AT3G46610.1,475.453440085304,-0.2277468084025,0.0706073387928331,-3.2255401817469,0.00125735184617494,0.0455787701987223,AT3G46610,,Q9SNB7,823814,Pentatricopeptide repeat-containing protein At3g46610 [Source:UniProtKB/Swiss-Prot;Acc:Q9SNB7],,
AT3G46640,AT3G46640.1,521.675432493837,-0.312968936602869,0.0894392866457326,-3.49923337204749,0.000466598000562671,0.0239871596254778,AT3G46640,PCL1,"Q9SNB4,",823817,Homeodomain-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J959],PCL1,TAIR Gene Name
AT3G46690,AT3G46690.1,173.54929394188,-0.467054704714731,0.129175267120004,-3.61566664523198,0.000299575683356671,0.0175260488878506,AT3G46690,,Q9STE3,823822,Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8Q337],UGT76E4,UniProtKB Gene Name
AT3G48360,"AT3G48360.1,AT3G48360.2,AT3G48360.3,AT3G48360.1,AT3G48360.3","4246.92192365189,4322.4867108769,4262.25009090955,84.7098579103198","-0.514573608364608,-0.517693853932857,-0.51414084732626,-0.767298082564601","0.0992082032588984,0.0988072410301632,0.099251173247528,0.166875398201274","-5.18680503689551,-5.23943233851474,-5.1801991906334,-4.5980299722739","2.13932485693855e-07,1.61071287602902e-07,2.21649088469406e-07,4.26504648757541e-06","8.7072620011972e-05,7.26685834976191e-05,0.00078018951607384",AT3G48360,BT2,",Q94BN0",823994,BTB/POZ and TAZ domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q94BN0],BT2,UniProtKB Gene Name
AT3G48450,"AT3G48450.1,AT3G48450.2","34.2096631507928,34.0939220319683","-0.864463945971629,-0.852348363710568","0.233476927590088,0.232928453423459","-3.70256690840713,-3.65927112460158","0.000213429048404949,0.000252933629782298","0.0137447385233054,0.0154227444564801",AT3G48450,,,824004,At3g48450 [Source:UniProtKB/TrEMBL;Acc:Q8LCF4],,
AT3G49220,"AT3G49220.2,AT3G49220.3,AT3G49220.1","248.580708544177,244.87509257365","0.359050959053679,0.363939985124721","0.0872001161920131,0.0870394497082122","4.11755138333825,4.18132222049634","3.82919171494163e-05,2.89818807565222e-05","0.00397822332280191,0.00321205784558894",AT3G49220,,",Q9M3B0",824083,Pectinesterase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRM8],,
AT3G49670,AT3G49670.1,617.998116473417,0.368021372279764,0.0965959438667797,3.80990502859334,0.000139020184282576,0.0105744000886571,AT3G49670,BAM2,Q9M2Z1,824129,Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2Z1],BAM2,UniProtKB Gene Name
AT3G49940,AT3G49940.1,910.651841530812,-0.330408931192898,0.0895410894895591,-3.69002580911667,0.000224231301305825,0.0142253291724166,AT3G49940,LBD38,Q9SN23,824156,LOB domain-containing protein 38 [Source:UniProtKB/Swiss-Prot;Acc:Q9SN23],LBD38,UniProtKB Gene Name
AT3G50470,AT3G50470.1,32.5681184548328,-0.768165321429977,0.204444297294339,-3.75733308092251,0.000171733845070828,0.0121054091216947,AT3G50470,HR3,"Q9SCS7,Q9C5Z6",824211,MLA10 [Source:UniProtKB/TrEMBL;Acc:A0A178VJG9],HR3,UniProtKB Gene Name
AT3G50685,AT3G50685.1,2422.27800093592,0.298232731868952,0.0780680479577626,3.82016381439825,0.000133363069340048,0.0103554339544589,AT3G50685,,,824232,AT3g50680/T3A5_60 [Source:UniProtKB/TrEMBL;Acc:Q941E5],,
AT3G51950,"AT3G51950.3,AT3G51950.1,AT3G51950.4",98.1114021244292,0.40974059770932,0.120456004193802,3.40157886235447,0.00066997794911076,0.030680860320505,AT3G51950,,Q9SV09,824358,Zinc finger CCCH domain-containing protein 46 [Source:UniProtKB/Swiss-Prot;Acc:Q9SV09],,
AT3G52400,AT3G52400.1,252.278727163489,-0.50243922218952,0.137083189444219,-3.66521397865469,0.000247131869107351,0.0151308643555932,AT3G52400,SYP122,Q9SVC2,824405,Syntaxin-122 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVC2],SYP122,UniProtKB Gene Name
AT3G52450,AT3G52450.1,136.984850786701,-0.574939345381432,0.140531799841449,-4.09116901676412,4.29204176174736e-05,0.00433816302406851,AT3G52450,PUB22,Q9SVC6,824410,RING-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:A0A178VML4],PUB22,UniProtKB Gene Name
AT3G52520,AT3G52520.1,42.1298413247427,-0.75827795172,0.140945166333607,-5.37995002911425,7.45065172108624e-08,4.66509832633421e-05,AT3G52520,,,28719399,At3g52520 [Source:UniProtKB/TrEMBL;Acc:Q9SVD3],,
AT3G52740,AT3G52740.1,272.70397112083,0.313690398692205,0.092498134868717,3.39131593450427,0.000695578679022968,0.0314720325833503,AT3G52740,,Q9LXJ1,824440,Protein BIC1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXJ1],BIC1,UniProtKB Gene Name
AT3G52800,"AT3G52800.1,AT3G52800.2",851.765680013373,-0.249631605430439,0.070873575297324,-3.52220985583416,0.000427965220290448,0.0225452985395765,AT3G52800,,Q94B40,824446,A20/AN1-like zinc finger family protein [Source:UniProtKB/TrEMBL;Acc:A0A178VIF4],SAP6,UniProtKB Gene Name
AT3G53620,AT3G53620.1,141.331641132548,-0.448313173121569,0.137760891931145,-3.25428477441656,0.00113678261961972,0.0429600093399253,AT3G53620,AtPPa4,Q9LFF9,824530,PPa4 [Source:UniProtKB/TrEMBL;Acc:A0A178VKC0],PPA4,UniProtKB Gene Name
AT3G53780,AT3G53780.3,66.6028771759546,-0.457592962773619,0.13129611612922,-3.48519801090888,0.000491772977928073,0.0250225168649853,AT3G53780,ATRBL4,"F4JBM4,",824545,RHOMBOID-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:F4JBM4],RBL4,UniProtKB Gene Name
AT3G54810,"AT3G54810.2,AT3G54810.1","130.126656310925,146.218892158338","0.450239136234886,0.426177115032792","0.134328196473829,0.133600274978511","3.35178427205791,3.18994190020446","0.000802925587879376,0.00142301398789726","0.0352071062555873,0.0495603958960295",AT3G54810,BME3-ZF,Q9SV30,824646,GATA transcription factor [Source:UniProtKB/TrEMBL;Acc:B9DHF1],GATA8,UniProtKB Gene Name
AT3G54900,AT3G54900.1,1523.32645632542,0.251614446162147,0.0567818614497655,4.43124687598959,9.36897485529324e-06,0.00128734895511649,AT3G54900,CXIP1,Q84Y95,824655,"Monothiol glutaredoxin-S14, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q84Y95]",GRXS14,UniProtKB Gene Name
AT3G55450,"AT3G55450.1,AT3G55450.2","482.628362958491,279.781302289332","-0.341809286717851,-0.314239263633276","0.0747467992947135,0.0824712564339996","-4.57289529375241,-3.81028830189772","4.81030554533085e-06,0.00013880482794657","0.000818763663084771,0.0105744000886571",AT3G55450,PBL1,",Q8H186",824711,PBS1-like 1 [Source:UniProtKB/TrEMBL;Acc:F4IWV6],PBL1,TAIR Gene Name
AT3G55880,"AT3G55880.3,AT3G55880.2,AT3G55880.4","126.119585980254,121.706976679527","-0.491044953581198,-0.489211089317756","0.131347616176181,0.133368081405851","-3.73851439315459,-3.66812721725404","0.000185110896680231,0.00024433361112859","0.0125962643634732,0.0150332162855774",AT3G55880,SUE4,,824754,Alpha/beta hydrolase related protein [Source:UniProtKB/TrEMBL;Acc:Q8L7D8],SUE4,TAIR Gene Name
AT3G55980,"AT3G55980.2,AT3G55980.1",673.167612329077,-0.673785189518715,0.105473915448791,-6.38816892927284,1.67883822973863e-10,1.72613515503851e-07,AT3G55980,SZF1,"Q93ZS9,",824764,Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4],SZF1,TAIR Gene Name
AT3G56370,AT3G56370.1,181.082960949172,0.370736982708652,0.107079046127296,3.4622738632535,0.00053563182213408,0.0263982380835898,AT3G56370,,Q9LY03,824804,Probable LRR receptor-like serine/threonine-protein kinase IRK [Source:UniProtKB/Swiss-Prot;Acc:Q9LY03],IRK,UniProtKB Gene Name
AT3G57230,AT3G57230.3,87.3943184496426,0.395569104060155,0.121281967531264,3.2615656895423,0.00110798757496377,0.0424032174186196,AT3G57230,AGL16,",A2RVQ5",824890,Agamous-like MADS-box protein AGL16 [Source:UniProtKB/Swiss-Prot;Acc:A2RVQ5],AGL16,UniProtKB Gene Name
AT3G57450,AT3G57450.1,1363.32610808353,-0.35992490926511,0.0885746376468963,-4.063521102959,4.83379499162392e-05,0.00475674142789605,AT3G57450,,,28719408,At3g57450 [Source:UniProtKB/TrEMBL;Acc:Q9SCM7],,
AT3G57530,"AT3G57530.1,AT3G57530.2","563.905296223864,563.844145385219","-0.222608751685826,-0.222315583587385","0.0558974505282039,0.0559281896147198","-3.9824491024596,-3.97501841412857","6.82087351189851e-05,7.03738109397355e-05","0.00621951026006966,0.00637792073188478",AT3G57530,CPK32,"Q6NLQ6,",824920,Calcium-dependent protein kinase 32 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLQ6],CPK32,UniProtKB Gene Name
AT3G57760,"AT3G57760.1,AT3G57760.4,AT3G57760.3,AT3G57760.2","103.443550196405,103.148801912414,102.390664424308,103.169153418233","-0.555099425517638,-0.592614495893818,-0.574133701372243,-0.590731995747368","0.120936534113296,0.123460180815792,0.123785710729948,0.123289350811471","-4.59000606878324,-4.80004558536993,-4.63812582233163,-4.79142757958627","4.43233122504133e-06,1.58629518889161e-06,3.51582740509389e-06,1.65598793980314e-06","0.000800962546285195,0.000390897220224636,0.000692359833380391,0.000401435710578133",AT3G57760,,,824945,AT3g57760/F15B8_50 [Source:UniProtKB/TrEMBL;Acc:Q9SVZ0],,
AT3G59080,"AT3G59080.1,AT3G59080.2","94.551608499678,94.4088643217697","-0.52429606223823,-0.521187955593951","0.115455377575166,0.116590656016197","-4.54111426639173,-4.47023778236179","5.59576912294117e-06,7.81326828320171e-06","0.000911743431359217,0.00113606591137328",AT3G59080,,,825077,AT3g59080/F17J16_130 [Source:UniProtKB/TrEMBL;Acc:Q9LYS8],,
AT3G59940,AT3G59940.1,2984.3496291578,-0.227796578550991,0.0592622011529626,-3.84387643589244,0.000121106000208167,0.00953632704128725,AT3G59940,,Q9M1Y1,825164,F-box/kelch-repeat protein SKIP20 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1Y1],SKIP20,UniProtKB Gene Name
AT3G59950,"AT3G59950.1,AT3G59950.2",1332.64035755567,-0.290291637488468,0.0825292815214486,-3.51743807939275,0.000435733999260778,0.0228335336660081,AT3G59950,,",Q9M1Y0",825165,Cysteine protease [Source:UniProtKB/TrEMBL;Acc:A0A178VJJ3],ATG4B,UniProtKB Gene Name
AT3G60750,AT3G60750.1,5089.43856809238,0.210261731498975,0.0483253684178792,4.35095972121308,1.35542952127094e-05,0.00173454257664101,AT3G60750,,",Q8RWV0",825246,"Transketolase-1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8RWV0]",TKL-1,UniProtKB Gene Name
AT3G61190,"AT3G61190.2,AT3G61190.1","86.2464807956917,98.8531698220037","-0.580017634736363,-0.578574715759365","0.162691826240788,0.155020442953746","-3.56513076371718,-3.73224785541347","0.000363674823746356,0.000189778627539855","0.0202307690665021,0.0128017264105081",AT3G61190,BAP1,Q941L2,825291,BON1-associated protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q941L2],BAP1,UniProtKB Gene Name
AT3G62950,AT3G62950.1,298.485311196371,-0.694799008465894,0.184147303359465,-3.7730609994848,0.000161256841254205,0.0115581616242227,AT3G62950,,Q9LYC6,825470,Glutaredoxin-C11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYC6],GRXC11,UniProtKB Gene Name
AT3G63410,AT3G63410.1,2809.02006752659,0.187166859725839,0.0575390985456831,3.25286395610175,0.0011424818129348,0.0430118437074205,AT3G63410,APG1,Q9LY74,825516,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LY74]",VTE3,UniProtKB Gene Name
AT4G00163,AT4G00163.1,1731.88525512367,0.263928936076672,0.0804844317271279,3.27925451435738,0.00104081720135905,0.0407474315812648,AT4G00163,,,28719429,,,
AT4G00165,"AT4G00165.1,AT4G00165.2","2023.9409432753,2020.00319300163","0.236924402600807,0.237238467322689","0.0732968445911024,0.0735536283082222","3.23239566344944,3.22538089254489","0.00122756955255156,0.00125805171122341","0.0450705528669739,0.0455787701987223",AT4G00165,,Q8RW93,828076,Putative lipid-binding protein At4g00165 [Source:UniProtKB/Swiss-Prot;Acc:Q8RW93],,
AT4G01050,"AT4G01050.2,AT4G01050.1",1634.57178234882,0.203818624416209,0.0593719701847587,3.43290990314029,0.000597140492853297,0.0286170923428028,AT4G01050,TROL,",Q9M158",827921,thylakoid rhodanese-like [Source:TAIR;Acc:AT4G01050],TROL,TAIR Gene Name
AT4G01250,AT4G01250.1,418.893437698182,-0.982535509392242,0.105760293989382,-9.29021159387932,1.53981904972906e-20,4.59127846057713e-16,AT4G01250,WRKY22,O04609,827896,WRKY transcription factor 22 [Source:UniProtKB/Swiss-Prot;Acc:O04609],WRKY22,UniProtKB Gene Name
AT4G01750,AT4G01750.1,100.306573829407,-0.420529974238259,0.131894931341239,-3.18837100077987,0.00143076833632651,0.0497217010305917,AT4G01750,RGXT2,Q9ZSJ0,827905,"UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q9ZSJ0]",RGXT2,UniProtKB Gene Name
AT4G02380,"AT4G02380.1,AT4G02380.3,AT4G02380.2","7472.87210922285,5267.36498981097","-0.542390528320717,-0.567880108929806","0.118741394215452,0.135159671307506","-4.56783021543919,-4.2015499404242","4.92798944454838e-06,2.650937504864e-05","0.000818763663084771,0.00300543739857529",AT4G02380,SAG21,",Q93WF6",828053,senescence-associated gene 21 [Source:TAIR;Acc:AT4G02380],SAG21,TAIR Gene Name
AT4G02880,AT4G02880.2,4912.62868102723,0.329806835382359,0.0703602599735291,4.68740217143084,2.76694892822196e-06,0.000568980111674443,AT4G02880,,,828150,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G03290.2); Ha. [Source:TAIR;Acc:AT4G02880],,
AT4G02890,"AT4G02890.3,AT4G02890.2,AT4G02890.4,AT4G02890.1","5154.35506972595,5154.21304348142,5139.80344076977","0.338022404178034,0.338064272117675,0.337573917254027","0.0686964037056209,0.0686931827341809,0.0686714188542028","4.92052547068598,4.92136568232495,4.9157848037294","8.63121662645017e-07,8.59423760255952e-07,8.84274917259092e-07","0.000238293505695245,0.000241893809246921",AT4G02890,UBQ14,"Q3E7T8,P0CH33","825880,828148,825847",Polyubiquitin 14 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7T8],UBQ14,UniProtKB Gene Name
AT4G02920,"AT4G02920.1,AT4G02920.2",978.338682990314,0.20078919972551,0.0535481025747805,3.74969774970281,0.000177047835536564,0.0122496509702986,AT4G02920,,,828139,Uncharacterized protein At4g02920 [Source:UniProtKB/TrEMBL;Acc:Q8RXG5],,
AT4G03210,"AT4G03210.1,AT4G03210.2","636.887756956086,636.491566277518","0.40977838589567,0.411018758838047","0.12313848940479,0.123207167932311","3.32778473957575,3.33599713178909","0.000875394790129511,0.000849940406623565","0.0367646890085346,0.0362556124524962",AT4G03210,XTH9,"Q8LDW9,",828024,Xyloglucan endotransglucosylase/hydrolase (Fragment) [Source:UniProtKB/TrEMBL;Acc:C0SVH2],XTH9,UniProtKB Gene Name
AT4G03320,AT4G03320.1,111.064306668075,-0.461726193246228,0.131337030254716,-3.51558271380702,0.000438790053531129,0.0229131401508541,AT4G03320,tic20-IV,Q9ZQZ9,827972,"Protein TIC 20-IV, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQZ9]",TIC20-IV,UniProtKB Gene Name
AT4G03420,AT4G03420.1,254.546368110876,-0.317591358665104,0.0951075126537683,-3.33928782073474,0.000839934888026131,0.0361621466182449,AT4G03420,,,827928,AT4g03420/F9H3_4 [Source:UniProtKB/TrEMBL;Acc:Q8S9K9],,
AT4G03510,"AT4G03510.1,AT4G03510.2,AT4G03510.3,AT4G03510.4","1992.13678303985,1992.22514940718,1989.75811099757,1984.78317623644","-0.645962556697844,-0.645706560870319,-0.646548790417831,-0.64506638690688","0.085659488476932,0.0856827026331714,0.0858827399030724,0.0859775050295207","-7.541050830251,-7.53602000201541,-7.52827391333263,-7.50273442670143","4.66199341100636e-14,4.84532295920731e-14,5.14154473500083e-14,6.2500099258856e-14","1.27754532802933e-10,1.43351189200101e-10",AT4G03510,RMA1,O64425,825654,E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425],RMA1,UniProtKB Gene Name
AT4G04340,AT4G04340.1,739.7801177235,0.205317137994333,0.0641664085573699,3.19976047608716,0.00137541840589521,0.0483048888204681,AT4G04340,,Q9XEA1,825754,Protein OSCA1 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEA1],OSCA1,UniProtKB Gene Name
AT4G04890,"AT4G04890.2,AT4G04890.1",428.066470247471,0.338079241146823,0.0753973723348023,4.48396582901564,7.32684003880252e-06,0.00109746981743337,AT4G04890,PDF2,Q93V99,825828,Homeobox-leucine zipper protein PROTODERMAL FACTOR 2 [Source:UniProtKB/Swiss-Prot;Acc:Q93V99],PDF2,UniProtKB Gene Name
AT4G05050,"AT4G05050.4,AT4G05050.2,AT4G05050.3,AT4G05050.1","7921.86483328329,8124.79974023018,8124.08696721092","0.22650224425231,0.22575214920083,0.225793438689313","0.0706550554081657,0.0689419664790207,0.0689542365005974","3.20574717469025,3.27452436781778,3.27454048000889","0.00134712293290109,0.00105840010389455,0.00105833974798728","0.0475914271212226,0.0411039574458742",AT4G05050,UBQ11,"P0CH33,","825880,828148,825847",Polyubiquitin [Source:UniProtKB/TrEMBL;Acc:Q8H0Y0],UBQ11,UniProtKB Gene Name
AT4G05320,"AT4G05320.2,AT4G05320.6,AT4G05320.8,AT4G05320.3,AT4G05320.4,AT4G05320.1,AT4G05320.5,AT4G05320.7","54917.8336064904,54910.7977800028,54812.6725952176,54912.0117912917,54915.3015821896,54901.1195593209,54891.2245904135,54881.2059479238","0.336244805914502,0.336266912477395,0.336773783617658,0.336260547340588,0.336231817461507,0.336314813990788,0.336338371830987,0.336416166277265","0.0735595277008115,0.0735710565194314,0.073688802584571,0.0735565298899024,0.0735548983169711,0.0735802204631573,0.0736034803189697,0.073629395253665","4.57105716178752,4.57064134166105,4.57021652958941,4.57145746059384,4.57116827233693,4.5707231083819,4.56959875230659,4.56904698345352","4.85269876826749e-06,4.86233842411115e-06,4.87220547126531e-06,4.84343622519651e-06,4.8501260736296e-06,4.86044143821517e-06,4.88658872116104e-06,4.89946951892815e-06",0.000818763663084771,AT4G05320,UBQ10,"Q8H159,Q3E7T8,","825880,828148,825847",Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159],UBQ10,UniProtKB Gene Name
AT4G06870,AT4G06870.1,242.934866052261,0.38130174416007,0.111175154942522,3.42973881491063,0.000604162505166157,0.0287309623868251,AT4G06870,"NA","NA","NA","NA","NA","NA"
AT4G10050,"AT4G10050.1,AT4G10050.2","44.2369592287655,44.15592289754","0.494089648051368,0.496972393205703","0.145541484561091,0.14617434267022","3.39483721456733,3.39986063304495","0.000686694166319749,0.000674202074006582","0.0311646270276346,0.0307380477685845",AT4G10050,,,826596,Protein phosphatase methylesterase 1 [Source:UniProtKB/TrEMBL;Acc:Q94F26],,
AT4G10060,"AT4G10060.1,AT4G10060.2",325.044292049231,0.320745618025059,0.0818722955643566,3.91763313602137,8.94226596299072e-05,0.00770611399475417,AT4G10060,,,826597,Non-lysosomal glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:F4JLJ2],,
AT4G11280,AT4G11280.1,74.6229036237165,-0.770311081364966,0.166374221709678,-4.62999059258804,3.65682346008084e-06,0.000698945545571989,AT4G11280,ACS6,Q9SAR0,826730,1-aminocyclopropane-1-carboxylate synthase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAR0],ACS6,UniProtKB Gene Name
AT4G11370,AT4G11370.1,40.5519479847306,-0.70652398677897,0.21858244050244,-3.23229983687131,0.00122798132381977,0.0450705528669739,AT4G11370,RHA1A,Q9SUS4,826739,Probable E3 ubiquitin-protein ligase RHA1A [Source:UniProtKB/Swiss-Prot;Acc:Q9SUS4],RHA1A,UniProtKB Gene Name
AT4G11460,"AT4G11460.1,AT4G11460.2,AT4G11460.3","26.8930324567574,25.6014107262602","0.882755258952372,0.885174778577227","0.271516620865835,0.272809649860518","3.25120155126182,3.24466080664595","0.00114918358357563,0.00117590601900928","0.0431882743698619,0.0439373305373431",AT4G11460,CRK30,",Q9LDT0",826751,Putative cysteine-rich receptor-like protein kinase 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDT0],CRK30,UniProtKB Gene Name
AT4G12320,AT4G12320.1,634.20630627296,0.370495296911903,0.113204486642556,3.2727969349991,0.00106488953254036,0.0411792264425715,AT4G12320,CYP706A6,,826841,At4g12320 [Source:UniProtKB/TrEMBL;Acc:Q66GJ1],CYP706A6,TAIR Gene Name
AT4G13050,AT4G13050.1,331.499764283002,0.21477649780255,0.0602790380466483,3.56303791106189,0.000366587713183441,0.0202705879182223,AT4G13050,,Q9SV64,826919,"Oleoyl-acyl carrier protein thioesterase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SV64]",FATA2,UniProtKB Gene Name
AT4G13395,AT4G13395.1,148.230438947726,-0.494736650780366,0.148011172547439,-3.34256287728413,0.000830085468620088,0.0359747942119842,AT4G13395,DVL10,,5008138,DVL10 [Source:UniProtKB/TrEMBL;Acc:Q6IM91],DVL10,TAIR Gene Name
AT4G13505,AT4G13505.2,1439.48878482655,-0.267239371488778,0.0712921636778298,-3.74850976183632,0.000177888415002828,0.0122496509702986,AT4G13505,"NA","NA","NA","NA","NA","NA"
AT4G13510,AT4G13510.1,1439.09826111163,-0.266578888034065,0.0713763235596132,-3.73483635384245,0.000187837290045395,0.0127001008555183,AT4G13510,AMT1;1,P54144,826983,Ammonium transporter [Source:UniProtKB/TrEMBL;Acc:A0A178V540],AMT1-1,UniProtKB Gene Name
AT4G13770,AT4G13770.1,329.665217697803,0.472747898241217,0.137221504320157,3.44514440781985,0.000570754381826924,0.0279904332285089,AT4G13770,CYP83A1,P48421,827011,Cytochrome P450 83A1 [Source:UniProtKB/Swiss-Prot;Acc:P48421],CYP83A1,UniProtKB Gene Name
AT4G14358,AT4G14358.1,150.784073521312,-0.307448900389194,0.0951240375706561,-3.23208421594624,0.00122890832346815,0.0450705528669739,AT4G14358,,,6240839,High affinity nitrate transporter [Source:UniProtKB/TrEMBL;Acc:Q1G385],,
AT4G14620,AT4G14620.1,124.832043590238,-0.50120079215621,0.137250823054365,-3.65171429214443,0.00026049560165974,0.0158191392152515,AT4G14620,,,827112,Uncharacterized protein At4g14620 [Source:UniProtKB/TrEMBL;Acc:Q8L7H9],,
AT4G14890,AT4G14890.1,1400.21822198874,0.213667889816312,0.0555514337027215,3.84630738712769,0.00011991131341632,0.00948380804279685,AT4G14890,FdC2,O23344,827146,"Ferredoxin C 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23344]",FdC2,TAIR Gene Name
AT4G14900,AT4G14900.1,1646.08086208313,0.181868339009467,0.0506276760168095,3.5922711314871,0.000327808520211307,0.0187341925881619,AT4G14900,,Q940H8,827147,FRIGIDA-like protein 4b [Source:UniProtKB/Swiss-Prot;Acc:Q940H8],FRL4B,UniProtKB Gene Name
AT4G15530,"AT4G15530.2,AT4G15530.7,AT4G15530.6,AT4G15530.5,AT4G15530.3,AT4G15530.4,AT4G15530.1,AT4G15530.2,AT4G15530.7,AT4G15530.6,AT4G15530.5,AT4G15530.3,AT4G15530.4,AT4G15530.1","693.054013642699,432.357926202085,372.128154017668","-0.548144878335756,-0.637055481391441,-0.497922339475356","0.155271319796105,0.175197307992662,0.134594736507819","-3.53023906189213,-3.63621729517741,-3.69941910355781","0.000415184333641607,0.000276670971342729,0.00021609350435402","0.0220616613542939,0.0164332636504505,0.0138267382388923",AT4G15530,PPDK,",O23404",827226,"Pyruvate, phosphate dikinase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23404]",PPDK,UniProtKB Gene Name
AT4G15560,AT4G15560.1,1471.98560221102,0.189904256607229,0.0526627052613222,3.60604825872292,0.000310895343942876,0.0179650512991177,AT4G15560,CLA1,Q38854,827230,DXS1 [Source:UniProtKB/TrEMBL;Acc:A0A178V5I0],DXS,UniProtKB Gene Name
