"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source","batchcorr","refgroup","Affy_identifier","logFC_scheible2004","Padj_scheible2004","logFC_nguyen2017","Padj_nguyen2017"
"AT4G14145",267.657149520769,-0.459823584434352,0.142995615992239,-3.21564812489992,0.00130150308051281,0.044663036546746,"","",827053,"At4g14145 [Source:UniProtKB/TrEMBL;Acc:A0JPW4]","","","p","em24",NA,NA,NA,NA,NA
"AT4G14420",702.438912927809,0.530678282281806,0.130623128445009,4.06266706822303,4.8515201391933e-05,0.00614954274597084,"","",827087,"AT4g14420/dl3250c [Source:UniProtKB/TrEMBL;Acc:O23298]","","","p","em24",NA,NA,NA,NA,NA
"AT4G14960",6609.67432314405,0.392332224387151,0.117544490867173,3.33773383586724,0.000844646170629866,0.0355870421786719,"TUA6","P29511",827154,"Tubulin alpha chain [Source:UniProtKB/TrEMBL;Acc:A0A178UXP7]","TUBA6","UniProtKB Gene Name","p","em24","245270_at",-0.430299071383572,0.000560747870320499,NA,NA
"AT4G15000",3615.63938847266,0.584290391856895,0.167976118119606,3.47841346971035,0.000504391254991933,0.0268915003357816,"","P51419",827159,"60S ribosomal protein L27 [Source:UniProtKB/TrEMBL;Acc:Q0WRB8]","RPL27C","UniProtKB Gene Name","p","em24","245372_at",-0.465647076052752,0.000169063514116575,NA,NA
"AT4G15200",31.1673170821785,-1.87309097879676,0.502622998390671,-3.72663205781299,0.000194055420071833,0.0150984582933938,"FH3","",827184,"formin 3 [Source:TAIR;Acc:AT4G15200]","AFH3","TAIR Gene Name","p","em24","245538_at",-0.298471562171228,0.0426235752647125,NA,NA
"AT4G15770",597.857814886588,0.614486368477505,0.157179772355753,3.90944941112847,9.25067249562008e-05,0.00927982602589944,"","",827257,"60S ribosome subunit biogenesis protein NIP7 homolog [Source:UniProtKB/TrEMBL;Acc:Q6NM52]","","","p","em24",NA,NA,NA,NA,NA
"AT4G16280",680.97198757697,-0.391652837738128,0.124437350846114,-3.14738971116853,0.00164735238955594,0.0496396856384103,"FCA","",827323,"Flowering time control protein FCA [Source:UniProtKB/Swiss-Prot;Acc:O04425]","FCA","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G16765",527.839852615499,-0.64296621270783,0.178484375651233,-3.60236693190566,0.000315332828777496,0.0194692591703267,"","",827382,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:A1A6I8]","","","p","em24",NA,NA,NA,NA,NA
"AT4G16990",2881.0316606695,-0.571044034433399,0.157947408193105,-3.61540617200408,0.000299877075519519,0.0188804185047487,"RLM3","",827407,"disease resistance protein (TIR-NBS class), putative [Source:TAIR;Acc:AT4G16990]","RLM3","TAIR Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G17230",487.542278313719,0.449646969428138,0.136971229622076,3.28278406106729,0.00102787368929303,0.0396958638999425,"SCL13","",827435,"SCARECROW-like 13 [Source:TAIR;Acc:AT4G17230]","SCL13","TAIR Gene Name","p","em24","245247_at",0.8822033824159,2.10513004451499e-05,NA,NA
"AT4G17250",233.474372447052,0.618260524932274,0.161704005091557,3.82340885485313,0.000131619259436492,0.0116874437029123,"","",827439,"AT4g17250/dl4660w [Source:UniProtKB/TrEMBL;Acc:Q93ZA8]","","","p","em24","245272_at",0.66439462480602,0.00255530616778918,NA,NA
"AT4G17370",541.28408863097,-0.587267849739489,0.169151512160448,-3.47184510643001,0.000516894481538164,0.027179561474287,"","",827449,"At4g17370 [Source:UniProtKB/TrEMBL;Acc:Q66GR2]","","","p","em24",NA,NA,NA,NA,NA
"AT4G17490",170.547520839133,2.20414236167487,0.219212635185632,10.0548144034141,8.74861268299893e-24,1.674484467526e-19,"ATERF6","Q8VZ91",827463,"Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91]","ERF6","UniProtKB Gene Name","p","em24","245250_at",0.524114025208171,0.00348758574212342,NA,NA
"AT4G17500",490.131200898333,1.25455750030233,0.213759576211995,5.86901191766084,4.38399927535044e-09,5.24435913313796e-06,"ATERF-1","O80337",827464,"Ethylene-responsive transcription factor 1A [Source:UniProtKB/Swiss-Prot;Acc:O80337]","ERF1A","UniProtKB Gene Name","p","em24","245252_at",0.928898995124968,3.8388191880355e-05,NA,NA
"AT4G18520",58.5137164788922,0.926479437964494,0.293366892166041,3.15809132763393,0.00158805798191717,0.049263257332082,"","Q0WNP3",827584,"Pentatricopeptide repeat-containing protein At4g18520, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q0WNP3]","PCMP-A2","UniProtKB Gene Name","p","em24","254645_at",-0.509258061654042,0.0010461240201539,NA,NA
"AT4G18730",2243.29986754159,0.511933663666885,0.154619729065197,3.31092071342993,0.000929895520104264,0.0373757431268646,"RPL16B","P42794",827607,"60S ribosomal protein L11-2 [Source:UniProtKB/Swiss-Prot;Acc:P42794]","RPL11C","UniProtKB Gene Name","p","em24","254617_s_at",-0.213575829480143,0.043948383794223,NA,NA
"AT4G18880",183.305803361835,0.715110700631304,0.190070793974452,3.76233868275115,0.000168331882939811,0.0137092647606203,"AT-HSFA4A","O49403",827622,"HSF A4A [Source:UniProtKB/TrEMBL;Acc:A0A178UUP9]","HSFA4A","UniProtKB Gene Name","p","em24","254592_at",1.43958343147889,6.66305987250042e-08,1.297,0.0014
"AT4G19060",442.931441468317,-0.7251556321992,0.180219981218774,-4.02372493491115,5.72848194226079e-05,0.00676809533178219,"","Q84WD3",827644,"Probable disease resistance protein At4g19060 [Source:UniProtKB/Swiss-Prot;Acc:Q84WD3]","","","p","em24",NA,NA,NA,NA,NA
"AT4G20830",664.514938188002,0.931312843123902,0.178231975535689,5.22528485881827,1.73887198208426e-07,0.000107361321732557,"","Q9SVG4",827831,"Berberine bridge enzyme-like 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVG4]","","","p","em24","254432_at",1.11804977575037,9.0893755466029e-05,1.138,0.00093
"AT4G20860",404.468265336812,0.55087123596978,0.141724125073192,3.88692634853301,0.00010152154030699,0.00991388919120298,"","Q9SUC6",827834,"Berberine bridge enzyme-like 22 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUC6]","FAD-OXR","UniProtKB Gene Name","p","em24","254447_at",1.04369500721451,1.70098452482667e-06,0.866,0.0038
"AT4G21060",206.012223995168,-0.557346381296133,0.171493693865447,-3.24995262935688,0.00115424233420271,0.04200114541874,"","",827853,"Galactosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:F4JIK9]","","","p","em24",NA,NA,NA,NA,NA
"AT4G21326",311.688775028804,-0.702590265245396,0.182999888741088,-3.83929340109838,0.000123388908099396,0.0114109154741124,"ATSBT3.12","F4JJH5",827882,"subtilase 3.12 [Source:TAIR;Acc:AT4G21326]","ATSBT3.12","TAIR Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G21400",578.294066991964,-0.912402281234382,0.220699980612769,-4.1341294127037,3.56302672656002e-05,0.0050515801145451,"CRK28","",827892,"Cysteine-rich receptor-like protein kinase 28 [Source:UniProtKB/Swiss-Prot;Acc:O65405]","CRK28","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G21850",571.724813418657,0.962547083346973,0.238328559735691,4.03873998321666,5.37390948453871e-05,0.00646897028516169,"ATMSRB9","Q84JT6",828273,"MSRB9 [Source:UniProtKB/TrEMBL;Acc:A0A178V287]","MSRB9","UniProtKB Gene Name","p","em24","254387_at",1.78150805401589,8.88471597342453e-08,NA,NA
"AT4G23180",627.023580171109,0.71314947894661,0.163351491267979,4.36573595631696,1.26695452125577e-05,0.00267080845889496,"CRK10","Q8GYA4",828417,"Cysteine-rich receptor-like protein kinase 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8GYA4]","CRK10","UniProtKB Gene Name","p","em24","254256_at",0.986644710120563,1.09793369171492e-05,NA,NA
"AT4G23260",702.252694777549,-0.682424258589334,0.204068058437084,-3.34410129549859,0.000825495904919737,0.035472744455095,"CRK18","Q8RX80",828425,"Cysteine-rich receptor-like protein kinase 18 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX80]","CRK18","UniProtKB Gene Name","p","em24","254247_at",0.60330166680236,0.000187623765714123,NA,NA
"AT4G24570",440.586763461506,2.14121374878831,0.278540704004732,7.68725618196161,1.50323947649139e-14,7.19300089501131e-11,"DIC2","Q9SB52",828559,"DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9]","PUMP4","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G24740",2170.16679130983,-0.562112306384728,0.165125420799023,-3.40415366492168,0.0006636940522775,0.0314126434374121,"AFC2","P51567",828576,"At4g24740 [Source:UniProtKB/TrEMBL;Acc:Q1EBU3]","AFC2","UniProtKB Gene Name","p","em24","254131_at",0.55101592746897,0.000111768558329968,NA,NA
"AT4G24800",1282.42134776475,0.380728674490924,0.111239320438382,3.42260877709891,0.000620232755711286,0.0300538099856051,"","",828582,"ECIP1 [Source:UniProtKB/TrEMBL;Acc:A0A384KU64]","","","p","em24","254089_at",-0.573626932084458,0.00128650400443839,NA,NA
"AT4G25280",518.143375349195,-0.839291755066279,0.176164258979511,-4.76425672226677,1.89551052013826e-06,0.000702915131131756,"","Q6NMK6",828631,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:TAIR;Acc:AT4G25280]","UMK2","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G25434",84.1902893300917,-0.985255473640082,0.283522438129263,-3.47505290988957,0.000510752600294882,0.0270400538443875,"ATNUDT10","",828648,"nudix hydrolase homolog 10 [Source:TAIR;Acc:AT4G25434]","ATNUDT10","TAIR Gene Name","p","em24","254069_at",-0.348003728413195,0.0130833277478812,NA,NA
"AT4G26400",537.823936223608,0.506038511617813,0.120021255158111,4.21624078960997,2.48408518425491e-05,0.0040987405540206,"","",828746,"AT4G26400 protein [Source:UniProtKB/TrEMBL;Acc:Q8L5Z3]","","","p","em24",NA,NA,NA,NA,NA
"AT4G27040",800.980496154242,-0.380048861549169,0.105238295588189,-3.61131714862002,0.00030464583994804,0.0190552986163578,"VPS22","Q5M759",828812,"Vacuolar protein sorting-associated protein [Source:UniProtKB/TrEMBL;Acc:A0A178V291]","VP22-1","UniProtKB Gene Name","p","em24","253944_at",0.271603690475733,0.0401517318613563,NA,NA
"AT4G27370",292.169155839011,-0.857353482053986,0.21002840690932,-4.08208344133253,4.46337650121037e-05,0.00592273462738036,"VIIIB","",828845,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:TAIR;Acc:AT4G27370]","VIIIB","TAIR Gene Name","p","em24","253913_at",-0.450406144834499,0.0148749113946419,NA,NA
"AT4G27657",71.7630688460385,1.18644481356146,0.367754984518584,3.22618282146357,0.00125453194498187,0.0436577116853689,"","",828879,"At4g27657 [Source:UniProtKB/TrEMBL;Acc:Q8LF18]","","","p","em24",NA,NA,NA,NA,NA
"AT4G27820",585.1413053266,-0.682579500373049,0.147224819296104,-4.63630727235072,3.54688591515788e-06,0.00111290813796921,"BGLU9","",828895,"Beta-glucosidase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9STP4]","BGLU9","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G27910",279.517806451912,-0.489835083523405,0.145588255510097,-3.36452333883096,0.000766759990344618,0.0338932707048406,"ATX4","Q9SUE7",828904,"Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A178UVA2]","ATX4","UniProtKB Gene Name","p","em24","253843_at",-0.261904356817656,0.0369528721076214,NA,NA
"AT4G29490",650.787033065266,-0.416483113129175,0.124616411213272,-3.34212090586043,0.000831408372590503,0.035472744455095,"","",829070,"Metallopeptidase M24 family protein [Source:UniProtKB/TrEMBL;Acc:Q0WUQ7]","","","p","em24","253704_at",0.418226070368625,0.00177505507388051,NA,NA
"AT4G29690",108.654552863958,1.15193967804396,0.335968851312616,3.42870975551271,0.000606457705155553,0.0296869577408626,"","",829090,"Alkaline-phosphatase-like family protein [Source:UniProtKB/TrEMBL;Acc:Q9SU82]","","","p","em24","253684_at",-0.409911244648108,0.012892227336061,NA,NA
"AT4G29780",271.726274596334,1.83985268422544,0.238508572890837,7.71398974018232,1.21944281505838e-14,7.19300089501131e-11,"","",829100,"Nuclease [Source:UniProtKB/TrEMBL;Acc:Q84J48]","","","p","em24",NA,NA,NA,NA,NA
"AT4G29890",333.10404484666,-0.637570866927898,0.178771536769389,-3.5664003255191,0.00036191837404508,0.0213142082437626,"","Q9SZR0",829111,"Choline monooxygenase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SZR0]","","","p","em24",NA,NA,NA,NA,NA
"AT4G29905",477.737527604202,0.85903101602266,0.255815649124805,3.35800807715077,0.00078506319086052,0.0342280398019826,"","",829113,"Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q940I1]","","","p","em24",NA,NA,NA,NA,NA
"AT4G29990",115.848052815684,-0.748672029587023,0.201130780359007,-3.72231454703594,0.000197404890528625,0.0152968809907606,"","",829122,"Leucine-rich repeat transmembrane protein kinase protein [Source:UniProtKB/TrEMBL;Acc:Q9SZV2]","","","p","em24",NA,NA,NA,NA,NA
"AT4G30190",4263.74193339588,0.504535048038506,0.123419167096224,4.08797968669765,4.35146245113315e-05,0.00586528107849919,"HA2","",829142,"Plasma membrane ATPase [Source:UniProtKB/TrEMBL;Acc:F4JPJ7]","HA2","TAIR Gene Name","p","em24","253609_at",0.604144334243314,4.93119915415993e-05,NA,NA
"AT4G30690",833.910312170771,-0.654818752908091,0.142005722696597,-4.61121383331253,4.00324474466101e-06,0.00117880160635095,"","",829192,"Translation initiation factor IF3-4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94B52]","IF3-4","UniProtKB Gene Name","p","em24","253597_at",-0.991616683971477,1.37744557943806e-05,NA,NA
"AT4G31060",196.774665391533,-0.810670700887872,0.218078299071075,-3.71733778345208,0.000201333178190433,0.0154028565893651,"","Q6NLD5",829233,"Ethylene-responsive transcription factor ERF015 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLD5]","ERF015","UniProtKB Gene Name","p","em24","253575_at",-0.336680781993246,0.044673290460395,NA,NA
"AT4G31115",539.688345952804,-0.620069564195445,0.196736911107742,-3.1517703551616,0.00162283850656372,0.0494874001193147,"","",829239,"Protein of unknown function (DUF1997) [Source:TAIR;Acc:AT4G31115]","","","p","em24",NA,NA,NA,NA,NA
"AT4G32020",2549.07615443344,0.94097012075158,0.186253178134948,5.05210235966985,4.36973401272311e-07,0.000245990320598589,"","",829333,"AT4g32020/F10N7_170 [Source:UniProtKB/TrEMBL;Acc:O49389]","","","p","em24","253455_at",0.295048422294671,0.0309902376195983,NA,NA
"AT4G32560",503.362113339826,-0.5576893365876,0.150339886186881,-3.70952347199706,0.000207649706932708,0.0156463493871385,"","",829391,"Paramyosin-like protein [Source:UniProtKB/TrEMBL;Acc:Q94CB2]","","","p","em24",NA,NA,NA,NA,NA
"AT4G32660",940.447380297655,-0.511219893317528,0.136363526208984,-3.7489489127324,0.000177577250633917,0.0142210400716869,"AME3","",829401,"At4g32660 [Source:UniProtKB/TrEMBL;Acc:A1L4Y9]","AFC3","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G32980",931.651421282111,-0.746616475853852,0.198169531278063,-3.76756442344426,0.000164848007292214,0.0135442532876398,"ATH1","P48731",829435,"Homeobox protein ATH1 [Source:UniProtKB/Swiss-Prot;Acc:P48731]","ATH1","UniProtKB Gene Name","p","em24","253411_at",-0.784281166085207,9.45289040754297e-06,NA,NA
"AT4G33000",575.746293850697,-0.691148440171144,0.13878605355852,-4.9799560002599,6.35987309407543e-07,0.000312123002616932,"CBL10","",829437,"Calcineurin B-like 10 [Source:UniProtKB/TrEMBL;Acc:M5BEI3]","CBL10","UniProtKB Gene Name","p","em24","253412_at",-0.650040852296831,0.000176520831800415,NA,NA
"AT4G33625",915.373418392927,-0.490486539380173,0.11575045349011,-4.23744810142003,2.26074654383e-05,0.00397681118459003,"","",829503,"At4g33625 [Source:UniProtKB/TrEMBL;Acc:Q8GXK1]","","","p","em24",NA,NA,NA,NA,NA
"AT4G34140",804.178422269962,-0.823844858656059,0.227426442633963,-3.6224673310395,0.000291806323551396,0.0186852501339456,"","",829562,"D111/G-patch domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4JKK9]","","","p","em24",NA,NA,NA,NA,NA
"AT4G34150",1609.15738399606,0.826105595342537,0.197356767727716,4.18584883028829,2.84102389177951e-05,0.00435017578309279,"","",829563,"AT4g34150/F28A23_90 [Source:UniProtKB/TrEMBL;Acc:Q945K9]","","","p","em24","253284_at",0.814489932149599,3.1769583186613e-05,NA,NA
"AT4G34870",6952.61716831606,0.792930926612633,0.192255875603206,4.12435211212556,3.7177977625607e-05,0.00519406198360669,"ROC5","Q42406",829639,"Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:A0A178UWH6]","CYP18-4","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G35420",389.767670785292,-0.71610440833724,0.186579359523142,-3.83806874547888,0.000124005768997668,0.0114109154741124,"DRL1","Q500U8",829695,"Tetraketide alpha-pyrone reductase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q500U8]","TKPR1","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G35490",520.228494433818,0.448180097883445,0.135496648563418,3.3076840101597,0.000940708881242917,0.0375890772170969,"MRPL11","",829701,"At4g35490 [Source:UniProtKB/TrEMBL;Acc:Q9SVW7]","MRPL11","TAIR Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G35540",69.2798285846088,0.727644895681616,0.225114843553114,3.23232748314944,0.00122786251338467,0.043403983342369,"","O81787",829706,"Plant-specific TFIIB-related protein PTF2 [Source:UniProtKB/Swiss-Prot;Acc:O81787]","PTF2","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G35630",579.519427745611,0.803947316608829,0.218245981024969,3.68367524035574,0.000229895107105318,0.0166539281066096,"PSAT","Q96255",829715,"Phosphoserine aminotransferase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q96255]","PSAT1","UniProtKB Gene Name","p","em24","253162_at",0.792360473617718,1.32606455732516e-06,NA,NA
"AT4G35780",564.196987285957,-0.476486627253757,0.144376588814093,-3.30030395625503,0.000965801638586111,0.0380358916924654,"","Q8RWL6",829731,"Serine/threonine-protein kinase STY17 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWL6]","STY17","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G35785",1185.30354694273,-0.452426537903936,0.139471750267392,-3.24385789263098,0.00117922562855015,0.0422666264615168,"","",829732,"At4g35785 [Source:UniProtKB/TrEMBL;Acc:Q494N5]","","","p","em24",NA,NA,NA,NA,NA
"AT4G35987",248.691906261221,-0.483949348248798,0.152442752877831,-3.17463007662055,0.00150027630443207,0.0484429142302482,"","",829754,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JNX3]","","","p","em24",NA,NA,NA,NA,NA
"AT4G36190",1299.91008171779,-0.538862254392831,0.148564172447752,-3.6271346281846,0.000286583887299666,0.0185311337936338,"","",829776,"At4g36190 [Source:UniProtKB/TrEMBL;Acc:A4VCL8]","","","p","em24","253079_s_at",0.600848142309388,5.07920445106466e-05,NA,NA
"AT4G36270",183.905270565673,-0.805837408842757,0.251078892925088,-3.20949881312081,0.0013296659558869,0.045203918997647,"","F4JPP0",NA,"ATP binding [Source:TAIR;Acc:AT4G36270]","","","p","em24",NA,NA,NA,NA,NA
"AT4G36280",82.2573127616676,-0.772909586501274,0.233415919297358,-3.31129765625211,0.000928643723002789,0.0373757431268646,"","Q5FV35",829785,"Protein MICRORCHIDIA 2 [Source:UniProtKB/Swiss-Prot;Acc:Q5FV35]","MORC2","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G36500",268.444148850982,1.26647815951711,0.2382726538156,5.31524763432251,1.06512375015865e-07,7.75361417916706e-05,"","",829802,"Uncharacterized protein At4g36500 [Source:UniProtKB/TrEMBL;Acc:O23231]","","","p","em24","246270_at",0.80218165142847,2.61325356634969e-05,NA,NA
"AT4G36690",2540.82768997389,-0.505500456782094,0.141394420038398,-3.57510895157544,0.000350082077985196,0.0209412632410878,"ATU2AF65A","",829822,"U2 snRNP auxiliary factor large subunit [Source:UniProtKB/TrEMBL;Acc:A0A178UYD2]","U2AF65A","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G36980",2458.93839792982,-0.822129058499862,0.197434827420078,-4.16405286363502,3.12647676786243e-05,0.00463881901836332,"","",829852,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Splicing factor, suppressor of white apricot (InterPro:IPR019147). [Source:TAIR;Acc:AT4G36980]","","","p","em24",NA,NA,NA,NA,NA
"AT4G37260",1014.18993809639,1.02312438841389,0.217753285133475,4.6985485788963,2.62016871080964e-06,0.000895536234373153,"MYB73","O23160",829880,"MYB73 [Source:UniProtKB/TrEMBL;Acc:A0A178V4E7]","MYB73","TAIR Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G38230",472.120854645307,-0.543374165585466,0.15748929698892,-3.45022916461234,0.000560110867043236,0.0284593327866176,"CPK26","",829980,"Calcium-dependent protein kinase 26 [Source:UniProtKB/TrEMBL;Acc:F4JTL3]","CPK26","TAIR Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G38360",913.691453182605,-0.395054045003502,0.120537439995038,-3.27743848732614,0.00104753552416621,0.0401800199048923,"LAZ1","",829993,"LAZ1 [Source:UniProtKB/TrEMBL;Acc:A0A178UWL9]","LAZ1","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G38950",1798.99243864751,-0.599298528508292,0.156702902029451,-3.82442520685201,0.000131077528848924,0.0116874437029123,"","F4JUI9",830050,"Kinesin-like protein KIN-7F [Source:UniProtKB/Swiss-Prot;Acc:F4JUI9]","KIN7F","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT4G38960",347.456643369718,-0.530846743304149,0.158422292679049,-3.35083361266335,0.000805686963758416,0.0349679103998551,"","",830051,"B-box type zinc finger family protein [Source:UniProtKB/TrEMBL;Acc:F4JUJ1]","","","p","em24","252917_at",0.372302750507422,0.00989918645511887,NA,NA
"AT4G39680",3165.8361450609,-0.356930279197128,0.112241157357269,-3.18003028123632,0.0014725966321883,0.0480981220820548,"","",830123,"SAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:O65655]","","","p","em24","252909_at",-0.317082868494778,0.0106092312433874,NA,NA
"AT5G01250",39.6826656341845,1.01741370844686,0.319222632151798,3.18716032628619,0.00143677108310071,0.0472505129390852,"","",831833,"Alpha 1,4-glycosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q9LFB1]","","","p","em24",NA,NA,NA,NA,NA
"AT5G01780",350.176902409775,-0.604788487295121,0.185632755045359,-3.25798368476157,0.00112206857263278,0.0415476754499785,"","",831672,"2-oxoglutarate-dependent dioxygenase family protein [Source:UniProtKB/TrEMBL;Acc:F4KAV2]","","","p","em24",NA,NA,NA,NA,NA
"AT5G02670",312.650670265337,-0.750146808763161,0.2317239994297,-3.23724262747648,0.0012069075110365,0.0430171503933681,"","",831844,"BEST Arabidopsis thaliana protein match is: poly(A) polymerase 3 (TAIR:AT3G06560.1); Ha. [Source:TAIR;Acc:AT5G02670]","","","p","em24",NA,NA,NA,NA,NA
"AT5G02680",427.425334397437,-0.64940564572203,0.206121725421385,-3.15059290520889,0.00162939425738207,0.0495025493433218,"","",831842,"LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: methionine--tRNA ligase, putative / methionyl-tRNA synthetase, putative / MetRS, putative (TAIR:AT4G1 /.../); Ha. [Source:TAIR;Acc:AT5G02680]","","","p","em24",NA,NA,NA,NA,NA
"AT5G02810",1729.81884418649,-0.603662652404893,0.148398478331655,-4.06784934179561,4.74490417876929e-05,0.00609513194507679,"PRR7","",831793,"Two-component response regulator-like APRR7 [Source:UniProtKB/Swiss-Prot;Acc:Q93WK5]","APRR7","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G02960",6042.32694406138,0.397380401987562,0.125824391397429,3.15821437778623,0.00158738777183013,0.049263257332082,"","P49201",831724,"40S ribosomal protein S23-2 [Source:UniProtKB/Swiss-Prot;Acc:P49201]","RPS23B","UniProtKB Gene Name","p","em24","258712_s_at",-0.158537015234415,0.047897335791204,NA,NA
"AT5G03330",387.081983588574,-0.565965885915628,0.166490276219687,-3.39939303823861,0.000675355895597108,0.03159210992588,"","",831875,"At5g03330 [Source:UniProtKB/TrEMBL;Acc:Q9LZF7]","","","p","em24",NA,NA,NA,NA,NA
"AT5G03830",298.612062785534,-0.957377764816676,0.255490172870043,-3.74721952731878,0.000178805591028116,0.0142597458844922,"","",831702,"CDK inhibitor P21 binding protein [Source:UniProtKB/TrEMBL;Acc:F4KI15]","","","p","em24",NA,NA,NA,NA,NA
"AT5G04220",369.516705888802,-0.719287969331974,0.2284107308163,-3.14909884820807,0.0016377478815079,0.049541857447504,"SYTC","",830301,"Synaptotagmin-3 [Source:UniProtKB/Swiss-Prot;Acc:Q7XA06]","SYT3","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G04360",328.134670606303,-0.680330871708565,0.207370691596257,-3.2807474695274,0.00103532395682717,0.0398714296452155,"ATPU1","Q8GTR4",830315,"Pullulanase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8GTR4]","PU1","UniProtKB Gene Name","p","em24","245712_at",-0.766747618990356,5.91850518382446e-05,NA,NA
"AT5G04540",579.378783561244,-0.460010444411276,0.137634181869799,-3.34226889106983,0.000830965207263881,0.035472744455095,"","F4JWB3",830333,"Phosphatidylinositol-3-phosphatase myotubularin-2 [Source:UniProtKB/Swiss-Prot;Acc:F4JWB3]","MTM2","UniProtKB Gene Name","p","em24",NA,NA,NA,NA,NA
"AT5G04720",742.568086727993,0.578757117984343,0.141106598289127,4.10155956561627,4.10374833559029e-05,0.00557062008107789,"ADR1-L2","Q9LZ25",830350,"Probable disease resistance protein At5g04720 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZ25]","ADR1-L2","TAIR Gene Name","p","em24","250829_at",1.69856304388077,1.21212893394858e-08,NA,NA
"AT5G04770",116.862923388292,0.654881915198563,0.202808570291701,3.22906430559932,0.00124195964805467,0.0435368272230154,"ATCAT6","Q9LZ20",830355,"CAT6 [Source:UniProtKB/TrEMBL;Acc:A0A178UKC8]","CAT6","UniProtKB Gene Name","p","em24","250860_at",-0.894392945348916,1.43564150837815e-05,NA,NA
"AT5G04960",618.478416171345,1.04051467224433,0.329803528947754,3.15495311879809,0.00160523897182079,0.0494754813537035,"","Q9FF78",830378,"Pectinesterase [Source:UniProtKB/TrEMBL;Acc:A0A178UR22]","PME46","UniProtKB Gene Name","p","em24","250801_at",1.48289060739257,0.000153458875246731,NA,NA
"AT5G06320",657.376173644736,1.06576072972257,0.212686145965656,5.01095510891746,5.41605491042496e-07,0.000280171056717659,"NHL3","Q9FNH6",830520,"NHL3 [Source:UniProtKB/TrEMBL;Acc:A0A178UB58]","NHL3","UniProtKB Gene Name","p","em24","250676_at",1.39815125102091,9.88428857841983e-08,NA,NA
